,customer_id,transaction_amount,transaction_date
43,1037,-98.0,22-01-2022 22:42:42.298315
44,1027,-11.0,23-01-2022 03:42:18.137241
45,1007,-129.0,23-01-2022 08:41:53.976167
46,1074,-119.0,23-01-2022 13:41:29.815093
47,1094,320.0,23-01-2022 18:41:05.654019
48,1069,-440.0,23-01-2022 23:40:41.492946
49,1007,-133.0,24-01-2022 04:40:17.331872
50,1095,179.0,24-01-2022 09:39:53.170798
51,1040,331.0,24-01-2022 14:39:29.009724
52,1007,795.0,24-01-2022 19:39:04.848650
53,1006,7.0,25-01-2022 00:38:40.687577
54,1074,34.0,25-01-2022 05:38:16.526503
55,1061,-108.0,25-01-2022 10:37:52.365429
56,1064,459.0,25-01-2022 15:37:28.204355
57,1067,-96.0,25-01-2022 20:37:04.043281
58,1020,55.0,26-01-2022 01:36:39.882207
59,1007,-15.0,26-01-2022 06:36:15.721134
60,1065,-58.0,26-01-2022 11:35:51.560060
61,1010,13.0,26-01-2022 16:35:27.398986
62,1023,39.0,26-01-2022 21:35:03.237912
63,1008,-250.0,27-01-2022 02:34:39.076838
64,1076,-149.0,27-01-2022 07:34:14.915764
65,1008,-99.0,27-01-2022 12:33:50.754691
66,1086,30.0,27-01-2022 17:33:26.593617
67,1030,42.0,27-01-2022 22:33:02.432543
68,1051,445.0,28-01-2022 03:32:38.271469
69,1015,-851.0,28-01-2022 08:32:14.110395
70,1072,104.0,28-01-2022 13:31:49.949322
71,1031,-301.0,28-01-2022 18:31:25.788248
72,1074,-154.0,28-01-2022 23:31:01.627174
73,1076,-57.0,29-01-2022 04:30:37.466100
74,1005,254.0,29-01-2022 09:30:13.305026
75,1079,-42.0,29-01-2022 14:29:49.143952
76,1010,-99.0,29-01-2022 19:29:24.982879
77,1053,-249.0,30-01-2022 00:29:00.821805
78,1084,-82.0,30-01-2022 05:28:36.660731
79,1074,2.0,30-01-2022 10:28:12.499657
80,1072,147.0,30-01-2022 15:27:48.338583
81,1066,191.0,30-01-2022 20:27:24.177509
82,1040,83.0,31-01-2022 01:27:00.016436
83,1033,-266.0,31-01-2022 06:26:35.855362
84,1026,-190.0,31-01-2022 11:26:11.694288
85,1085,28.0,31-01-2022 16:25:47.533214
86,1091,-122.0,31-01-2022 21:25:23.372140
87,1040,660.0,01-02-2022 02:24:59.211066
88,1030,43.0,01-02-2022 07:24:35.049993
89,1033,-422.0,01-02-2022 12:24:10.888919
90,1050,-273.0,01-02-2022 17:23:46.727845
91,1016,678.0,01-02-2022 22:23:22.566771
92,1085,340.0,02-02-2022 03:22:58.405697
93,1082,163.0,02-02-2022 08:22:34.244624
94,1038,674.0,02-02-2022 13:22:10.083550
95,1058,79.0,02-02-2022 18:21:45.922476
96,1040,164.0,02-02-2022 23:21:21.761402
97,1096,198.0,03-02-2022 04:20:57.600328
98,1009,60.0,03-02-2022 09:20:33.439254
99,1001,13.0,03-02-2022 14:20:09.278181
100,1058,-59.0,03-02-2022 19:19:45.117107
101,1079,-244.0,04-02-2022 00:19:20.956033
102,1072,56.0,04-02-2022 05:18:56.794959
103,1012,-13.0,04-02-2022 10:18:32.633885
104,1009,306.0,04-02-2022 15:18:08.472811
105,1068,-802.0,04-02-2022 20:17:44.311738
106,1027,-361.0,05-02-2022 01:17:20.150664
107,1064,482.0,05-02-2022 06:16:55.989590
108,1033,-562.0,05-02-2022 11:16:31.828516
109,1016,-601.0,05-02-2022 16:16:07.667442
110,1044,-882.0,05-02-2022 21:15:43.506368
111,1008,-901.0,06-02-2022 02:15:19.345295
112,1031,-746.0,06-02-2022 07:14:55.184221
113,1047,74.0,06-02-2022 12:14:31.023147
114,1036,-159.0,06-02-2022 17:14:06.862073
115,1020,-199.0,06-02-2022 22:13:42.700999
116,1056,135.0,07-02-2022 03:13:18.539926
117,1069,-195.0,07-02-2022 08:12:54.378852
118,1090,-12.0,07-02-2022 13:12:30.217778
119,1038,70.0,07-02-2022 18:12:06.056704
120,1078,35.0,07-02-2022 23:11:41.895630
121,1083,341.0,08-02-2022 04:11:17.734556
122,1067,-132.0,08-02-2022 09:10:53.573483
123,1001,647.0,08-02-2022 14:10:29.412409
124,1085,89.0,08-02-2022 19:10:05.251335
125,1070,465.0,09-02-2022 00:09:41.090261
126,1038,124.0,09-02-2022 05:09:16.929187
127,1084,846.0,09-02-2022 10:08:52.768113
128,1013,336.0,09-02-2022 15:08:28.607040
129,1017,167.0,09-02-2022 20:08:04.445966
130,1033,312.0,10-02-2022 01:07:40.284892
131,1014,843.0,10-02-2022 06:07:16.123818
132,1013,87.0,10-02-2022 11:06:51.962744
133,1095,466.0,10-02-2022 16:06:27.801671
134,1070,-148.0,10-02-2022 21:06:03.640597
135,1019,-52.0,11-02-2022 02:05:39.479523
136,1034,122.0,11-02-2022 07:05:15.318449
137,1036,160.0,11-02-2022 12:04:51.157375
138,1077,8.0,11-02-2022 17:04:26.996301
139,1026,-116.0,11-02-2022 22:04:02.835228
140,1091,41.0,12-02-2022 03:03:38.674154
141,1043,-330.0,12-02-2022 08:03:14.513080
142,1026,-380.0,12-02-2022 13:02:50.352006
143,1087,-81.0,12-02-2022 18:02:26.190932
144,1081,-265.0,12-02-2022 23:02:02.029858
145,1033,-550.0,13-02-2022 04:01:37.868785
146,1064,474.0,13-02-2022 09:01:13.707711
147,1062,-120.0,13-02-2022 14:00:49.546637
148,1032,-87.0,13-02-2022 19:00:25.385563
149,1006,69.0,14-02-2022 00:00:01.224489
